Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","671267.9606","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","699198.9774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","701492.1151","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","737645.7265","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","719287.3952","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","753236.2224","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","778966.9768","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","766731.0874","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5100","Africa","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","794508.7356","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","383685.0741","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","383864.9525","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","392451.3502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","397042.1035","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","401766.0478","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","406260.0236","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","412662.6931","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","408209.1543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","410091.4147","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","407160.2903","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","398376.8305","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","398550.1709","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","399837.177","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","404099.2301","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","407309.2788","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","408013.9623","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","407605.9332","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","414095.1442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","411006.7098","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","403687.274","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5203","Northern America","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","406237.3258","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","577430.7043","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","586890.3056","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","596956.0781","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","600829.0809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","614330.0102","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","622039.7753","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","609111.4717","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","615932.1534","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","624997.2281","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","629334.9747","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","634476.2455","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","653264.6573","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","675795.6331","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","709082.8938","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","727677.9646","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","736297.288","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","733424.171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","747896.0447","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","738074.5666","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","739161.0082","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5207","South America","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","759098.0756","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","1715570.633","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","1726848.4179","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","1822662.5435","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","1817597.5695","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","1847366.8099","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","1904954.836","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","1941463.3124","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","1934868.2263","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","1939285.6797","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","1973838.8156","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","1955136.2555","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","1962342.0232","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","1952573.1342","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","1975592.502","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","2033531.1773","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","2081155.3699","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","2135713.2762","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","2174277.5963","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","2203385.4683","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","2235290.5774","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5300","Asia","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","2258576.8138","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","988718.1456","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","949804.6397","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","810158.3899","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","776845.8987","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","750489.2509","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","721896.2511","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","708567.7309","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","687522.3168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","664884.7923","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","648342.9091","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","633458.1039","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","623377.9279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","615579.9662","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","614650.825","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","602214.7818","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","587910.1169","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","580834.1267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","585090.2062","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","586694.8671","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","574807.0174","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5400","Europe","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","572990.2642","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1990","1990","gigagrams","207110.9509","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1991","1991","gigagrams","204755.9671","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1992","1992","gigagrams","201177.7627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1993","1993","gigagrams","198865.9543","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1994","1994","gigagrams","201390.5399","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1995","1995","gigagrams","200083.3956","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1996","1996","gigagrams","190525.5554","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1997","1997","gigagrams","189253.0609","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1998","1998","gigagrams","194886.6412","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","1999","1999","gigagrams","225025.7904","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2000","2000","gigagrams","240565.112","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2001","2001","gigagrams","240849.5195","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2002","2002","gigagrams","232541.5614","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2003","2003","gigagrams","171592.7595","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2004","2004","gigagrams","203746.5563","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2005","2005","gigagrams","172221.7003","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2006","2006","gigagrams","199773.4969","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2007","2007","gigagrams","187766.1193","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2008","2008","gigagrams","162929.9405","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2009","2009","gigagrams","169963.8185","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EM","Emissions by sector","5500","Oceania","7231","Emissions (CO2eq)","1711","Agriculture total","2010","2010","gigagrams","149093.8495","A","Aggregate, may include official, semi-official, estimated or calculated data"
