Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1972","1972","gigagrams","10101.8434","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1973","1973","gigagrams","9791.8657","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1974","1974","gigagrams","10654.9528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1975","1975","gigagrams","11098.0684","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1976","1976","gigagrams","11599.1442","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1977","1977","gigagrams","11174.8586","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1978","1978","gigagrams","11565.4912","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1979","1979","gigagrams","11641.5425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1980","1980","gigagrams","13074.8497","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1981","1981","gigagrams","13790.7818","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1982","1982","gigagrams","13479.1972","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1983","1983","gigagrams","12605.8497","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1984","1984","gigagrams","12953.8483","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1985","1985","gigagrams","14464.4566","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1986","1986","gigagrams","15365.8974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1987","1987","gigagrams","14905.7249","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1988","1988","gigagrams","16278.025","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1989","1989","gigagrams","16094.9634","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1990","1990","gigagrams","15963.178","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1991","1991","gigagrams","16679.1535","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1992","1992","gigagrams","15812.6782","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1993","1993","gigagrams","16964.0413","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1994","1994","gigagrams","16808.7517","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1995","1995","gigagrams","16444.7358","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1996","1996","gigagrams","18889.7884","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1997","1997","gigagrams","17493.2699","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1998","1998","gigagrams","18249.2483","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","1999","1999","gigagrams","17891.3362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2000","2000","gigagrams","17807.2269","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2001","2001","gigagrams","18400.8947","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2002","2002","gigagrams","19210.5488","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2003","2003","gigagrams","21756.9118","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2004","2004","gigagrams","21524.8226","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2005","2005","gigagrams","22508.6753","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2006","2006","gigagrams","21699.1459","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2007","2007","gigagrams","21061.2597","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2008","2008","gigagrams","23614.6627","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2009","2009","gigagrams","22603.1017","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2010","2010","gigagrams","24671.2225","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2011","2011","gigagrams","24417.1637","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2012","2012","gigagrams","24201.8877","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2013","2013","gigagrams","26356.7689","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2014","2014","gigagrams","27503.2371","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2015","2015","gigagrams","26318.0243","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","1718","Cereals excluding rice","2016","2016","gigagrams","26081.6295","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1961","1961","tonnes","40599096","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1962","1962","tonnes","46070435","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1963","1963","tonnes","47273029","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1964","1964","tonnes","44038693","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1965","1965","tonnes","44915489","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1966","1966","tonnes","41525054","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1967","1967","tonnes","53181279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1968","1968","tonnes","49411484","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1969","1969","tonnes","51157619","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1970","1970","tonnes","51562386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1971","1971","tonnes","56656712","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1972","1972","tonnes","55691223","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1973","1973","tonnes","48648209","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1974","1974","tonnes","62282654","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1975","1975","tonnes","59684162","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1976","1976","tonnes","61517787","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1977","1977","tonnes","57376577","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1978","1978","tonnes","60095335","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1979","1979","tonnes","56021523","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1980","1980","tonnes","62276062","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1981","1981","tonnes","67397237","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1982","1982","tonnes","61571171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1983","1983","tonnes","54990397","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1984","1984","tonnes","55537104","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1985","1985","tonnes","72423415","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1986","1986","tonnes","77218572","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1987","1987","tonnes","72056866","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1988","1988","tonnes","83818692","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1989","1989","tonnes","84819974","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1990","1990","tonnes","79381445","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1991","1991","tonnes","88939374.7006","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1992","1992","tonnes","74201002.7889","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1993","1993","tonnes","84179387.1462","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1994","1994","tonnes","93809913.9907","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1995","1995","tonnes","81539631.6571","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1996","1996","tonnes","106216187.282","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1997","1997","tonnes","90507314.9679","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1998","1998","tonnes","97740980.3964","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","1999","1999","tonnes","94003226.1287","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2000","2000","tonnes","91400886.4793","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2001","2001","tonnes","97375403.3155","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2002","2002","tonnes","99426633.1644","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2003","2003","tonnes","111513859.8274","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2004","2004","tonnes","111701292.8027","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2005","2005","tonnes","117600510.0327","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2006","2006","tonnes","124556994.4705","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2007","2007","tonnes","115102981.4303","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2008","2008","tonnes","127088476.4333","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2009","2009","tonnes","132015736.4771","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2010","2010","tonnes","135773516.3991","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2011","2011","tonnes","132368891.7878","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2012","2012","tonnes","137922531.3764","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2013","2013","tonnes","142588252.491","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2014","2014","tonnes","152141063.8863","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2015","2015","tonnes","147641452.3276","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","5510","Production","1718","Cereals excluding rice","2016","2016","tonnes","141993440.1647","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1961","1961","gigagrams","8036.6183","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1962","1962","gigagrams","9312.3386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1963","1963","gigagrams","9380.8528","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1964","1964","gigagrams","9646.0051","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1965","1965","gigagrams","9247.3869","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1966","1966","gigagrams","9915.2279","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1967","1967","gigagrams","10946.9981","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1968","1968","gigagrams","11499.6398","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1969","1969","gigagrams","11422.666","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1970","1970","gigagrams","11708.3471","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1971","1971","gigagrams","11927.4362","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1972","1972","gigagrams","11908.696","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1973","1973","gigagrams","11939.4105","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1974","1974","gigagrams","12117.4922","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1975","1975","gigagrams","12669.7879","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1976","1976","gigagrams","12820.7763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1977","1977","gigagrams","13290.6724","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1978","1978","gigagrams","13375.668","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1979","1979","gigagrams","13964.3917","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1980","1980","gigagrams","14132.1663","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1981","1981","gigagrams","14398.5335","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1982","1982","gigagrams","14732.7731","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1983","1983","gigagrams","14255.1792","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1984","1984","gigagrams","14352.565","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1985","1985","gigagrams","14383.9168","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1986","1986","gigagrams","15082.8386","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1987","1987","gigagrams","15040.0267","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1988","1988","gigagrams","15757.8527","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1989","1989","gigagrams","18120.4425","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1990","1990","gigagrams","17265.0579","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1991","1991","gigagrams","18654.4829","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1992","1992","gigagrams","18941.1763","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1993","1993","gigagrams","19509.5206","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1994","1994","gigagrams","19889.8965","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1995","1995","gigagrams","20439.7413","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1996","1996","gigagrams","21060.8322","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1997","1997","gigagrams","22212.7021","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1998","1998","gigagrams","22096.7601","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","1999","1999","gigagrams","22539.1677","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2000","2000","gigagrams","22712.2122","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2001","2001","gigagrams","22223.3046","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2002","2002","gigagrams","23818.7997","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2003","2003","gigagrams","24244.3001","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2004","2004","gigagrams","24917.5095","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2005","2005","gigagrams","26352.7839","A","Aggregate, may include official, semi-official, estimated or calculated data"
"EI","Emissions intensities","5100","Africa","7231","Emissions (CO2eq)","27","Rice, paddy","2006","2006","gigagrams","27177.824","A","Aggregate, may include official, semi-official, estimated or calculated data"
