,Area Code,Area,Year,Unit,Value
45,5000,World,2006,1000 persons,6623517.833
46,5000,World,2007,1000 persons,6705946.61
47,5000,World,2008,1000 persons,6789088.686000001
48,5000,World,2009,1000 persons,6872767.092999999
49,5000,World,2010,1000 persons,6956823.602999999
50,5000,World,2011,1000 persons,7041194.301
51,5000,World,2012,1000 persons,7125828.058999999
52,5000,World,2013,1000 persons,7210581.976
53,5100,Africa,1961,1000 persons,290214.489
54,5100,Africa,1962,1000 persons,297322.68
55,5100,Africa,1963,1000 persons,304683.413
56,5100,Africa,1964,1000 persons,312291.934
57,5100,Africa,1965,1000 persons,320147.257
58,5100,Africa,1966,1000 persons,328256.522
59,5100,Africa,1967,1000 persons,336630.99799999996
60,5100,Africa,1968,1000 persons,345280.027
61,5100,Africa,1969,1000 persons,354214.422
62,5100,Africa,1970,1000 persons,363447.518
63,5100,Africa,1971,1000 persons,372983.10799999995
64,5100,Africa,1972,1000 persons,382837.38399999996
65,5100,Africa,1973,1000 persons,393044.091
66,5100,Africa,1974,1000 persons,403645.795
67,5100,Africa,1975,1000 persons,414674.68799999997
68,5100,Africa,1976,1000 persons,426144.37799999997
69,5100,Africa,1977,1000 persons,438054.73299999995
70,5100,Africa,1978,1000 persons,450403.80799999996
71,5100,Africa,1979,1000 persons,463183.536
72,5100,Africa,1980,1000 persons,476386.273
73,5100,Africa,1981,1000 persons,490003.891
74,5100,Africa,1982,1000 persons,504034.19899999996
75,5100,Africa,1983,1000 persons,518479.75299999997
76,5100,Africa,1984,1000 persons,533345.172
77,5100,Africa,1985,1000 persons,548626.1479999999
78,5100,Africa,1986,1000 persons,564327.26
79,5100,Africa,1987,1000 persons,580424.361
80,5100,Africa,1988,1000 persons,596849.0
81,5100,Africa,1989,1000 persons,613512.11
82,5100,Africa,1990,1000 persons,630349.639
83,5100,Africa,1991,1000 persons,647343.997
84,5100,Africa,1992,1000 persons,664512.055
85,5100,Africa,1993,1000 persons,681869.2829999999
86,5100,Africa,1994,1000 persons,699445.343
87,5100,Africa,1995,1000 persons,717270.078
88,5100,Africa,1996,1000 persons,735361.115
89,5100,Africa,1997,1000 persons,753737.61
90,5100,Africa,1998,1000 persons,772437.113
91,5100,Africa,1999,1000 persons,791504.166
92,5100,Africa,2000,1000 persons,810984.2259999999
93,5100,Africa,2001,1000 persons,830902.585
94,5100,Africa,2002,1000 persons,851298.405
95,5100,Africa,2003,1000 persons,872248.3809999999
96,5100,Africa,2004,1000 persons,893842.821
97,5100,Africa,2005,1000 persons,916154.288
98,5100,Africa,2006,1000 persons,939210.02
99,5100,Africa,2007,1000 persons,963021.802
100,5100,Africa,2008,1000 persons,987623.4959999999
101,5100,Africa,2009,1000 persons,1013045.7540000001
102,5100,Africa,2010,1000 persons,1039304.0329999999
103,5100,Africa,2011,1000 persons,1066409.7
104,5100,Africa,2012,1000 persons,1094343.067
105,5100,Africa,2013,1000 persons,1123045.081
106,5101,Eastern Africa,1961,1000 persons,82835.196
107,5101,Eastern Africa,1962,1000 persons,85044.945
108,5101,Eastern Africa,1963,1000 persons,87347.385
109,5101,Eastern Africa,1964,1000 persons,89744.966
110,5101,Eastern Africa,1965,1000 persons,92239.54400000001
111,5101,Eastern Africa,1966,1000 persons,94835.145
112,5101,Eastern Africa,1967,1000 persons,97532.871
113,5101,Eastern Africa,1968,1000 persons,100328.32699999999
114,5101,Eastern Africa,1969,1000 persons,103214.659
115,5101,Eastern Africa,1970,1000 persons,106188.211
116,5101,Eastern Africa,1971,1000 persons,109247.98199999999
117,5101,Eastern Africa,1972,1000 persons,112399.474
118,5101,Eastern Africa,1973,1000 persons,115653.429
119,5101,Eastern Africa,1974,1000 persons,119024.427
120,5101,Eastern Africa,1975,1000 persons,122523.433
121,5101,Eastern Africa,1976,1000 persons,126157.93400000001
122,5101,Eastern Africa,1977,1000 persons,129927.929
123,5101,Eastern Africa,1978,1000 persons,133828.019
124,5101,Eastern Africa,1979,1000 persons,137848.895
125,5101,Eastern Africa,1980,1000 persons,141985.764
126,5101,Eastern Africa,1981,1000 persons,146226.565
127,5101,Eastern Africa,1982,1000 persons,150577.582
128,5101,Eastern Africa,1983,1000 persons,155073.264
129,5101,Eastern Africa,1984,1000 persons,159760.471
130,5101,Eastern Africa,1985,1000 persons,164666.744
131,5101,Eastern Africa,1986,1000 persons,169819.504
132,5101,Eastern Africa,1987,1000 persons,175193.896
133,5101,Eastern Africa,1988,1000 persons,180702.11800000002
134,5101,Eastern Africa,1989,1000 persons,186223.195
135,5101,Eastern Africa,1990,1000 persons,191675.75199999998
136,5101,Eastern Africa,1991,1000 persons,197023.078
137,5101,Eastern Africa,1992,1000 persons,202306.215
138,5101,Eastern Africa,1993,1000 persons,207616.92
139,5101,Eastern Africa,1994,1000 persons,213087.957
140,5101,Eastern Africa,1995,1000 persons,218816.13600000003
141,5101,Eastern Africa,1996,1000 persons,224836.609
142,5101,Eastern Africa,1997,1000 persons,231124.31399999998
143,5101,Eastern Africa,1998,1000 persons,237643.44
144,5101,Eastern Africa,1999,1000 persons,244333.812
145,5101,Eastern Africa,2000,1000 persons,251153.97
146,5101,Eastern Africa,2001,1000 persons,258101.532
147,5101,Eastern Africa,2002,1000 persons,265202.145
148,5101,Eastern Africa,2003,1000 persons,272475.547
149,5101,Eastern Africa,2004,1000 persons,279950.148
150,5101,Eastern Africa,2005,1000 persons,287649.485
151,5101,Eastern Africa,2006,1000 persons,295577.93
152,5101,Eastern Africa,2007,1000 persons,303738.066
153,5101,Eastern Africa,2008,1000 persons,312149.42699999997
154,5101,Eastern Africa,2009,1000 persons,320834.663
155,5101,Eastern Africa,2010,1000 persons,329809.469
156,5101,Eastern Africa,2011,1000 persons,339077.06700000004
157,5101,Eastern Africa,2012,1000 persons,358745.948
158,5101,Eastern Africa,2013,1000 persons,368825.191
159,5102,Middle Africa,1961,1000 persons,32912.93
160,5102,Middle Africa,1962,1000 persons,33628.827000000005
161,5102,Middle Africa,1963,1000 persons,34366.782999999996
162,5102,Middle Africa,1964,1000 persons,35122.192
163,5102,Middle Africa,1965,1000 persons,35893.233
164,5102,Middle Africa,1966,1000 persons,36677.939
165,5102,Middle Africa,1967,1000 persons,37481.852
166,5102,Middle Africa,1968,1000 persons,38319.695
167,5102,Middle Africa,1969,1000 persons,39211.096
168,5102,Middle Africa,1970,1000 persons,40170.656
169,5102,Middle Africa,1971,1000 persons,41202.918
170,5102,Middle Africa,1972,1000 persons,42305.795999999995
171,5102,Middle Africa,1973,1000 persons,43471.663
172,5102,Middle Africa,1974,1000 persons,44688.832
173,5102,Middle Africa,1975,1000 persons,45948.694
174,5102,Middle Africa,1976,1000 persons,47251.731
175,5102,Middle Africa,1977,1000 persons,48601.322
176,5102,Middle Africa,1978,1000 persons,49993.06
177,5102,Middle Africa,1979,1000 persons,51421.843
178,5102,Middle Africa,1980,1000 persons,52885.374
179,5102,Middle Africa,1981,1000 persons,54384.066
180,5102,Middle Africa,1982,1000 persons,55923.46
181,5102,Middle Africa,1983,1000 persons,57512.855
182,5102,Middle Africa,1984,1000 persons,59164.699
183,5102,Middle Africa,1985,1000 persons,60890.064000000006
184,5102,Middle Africa,1986,1000 persons,62683.365
185,5102,Middle Africa,1987,1000 persons,64547.132000000005
186,5102,Middle Africa,1988,1000 persons,66509.032
187,5102,Middle Africa,1989,1000 persons,68604.813
188,5102,Middle Africa,1990,1000 persons,70855.105
189,5102,Middle Africa,1991,1000 persons,73283.542
190,5102,Middle Africa,1992,1000 persons,75871.136
191,5102,Middle Africa,1993,1000 persons,78544.394
192,5102,Middle Africa,1994,1000 persons,81201.899
193,5102,Middle Africa,1995,1000 persons,83775.158
194,5102,Middle Africa,1996,1000 persons,86236.40699999999
195,5102,Middle Africa,1997,1000 persons,88620.038
196,5102,Middle Africa,1998,1000 persons,90996.924
197,5102,Middle Africa,1999,1000 persons,93469.838
198,5102,Middle Africa,2000,1000 persons,96115.539
199,5102,Middle Africa,2001,1000 persons,98955.634
200,5102,Middle Africa,2002,1000 persons,101974.579
201,5102,Middle Africa,2003,1000 persons,105166.975
202,5102,Middle Africa,2004,1000 persons,108515.93800000001
203,5102,Middle Africa,2005,1000 persons,112008.261
204,5102,Middle Africa,2006,1000 persons,115648.275
205,5102,Middle Africa,2007,1000 persons,119442.043
206,5102,Middle Africa,2008,1000 persons,123378.435
207,5102,Middle Africa,2009,1000 persons,127442.34
208,5102,Middle Africa,2010,1000 persons,131622.126
209,5102,Middle Africa,2011,1000 persons,135912.685
210,5102,Middle Africa,2012,1000 persons,140314.585
211,5102,Middle Africa,2013,1000 persons,144828.592
212,5103,Northern Africa,1961,1000 persons,67850.181
213,5103,Northern Africa,1962,1000 persons,69677.27900000001
214,5103,Northern Africa,1963,1000 persons,71550.03
215,5103,Northern Africa,1964,1000 persons,73473.185
216,5103,Northern Africa,1965,1000 persons,75449.534
217,5103,Northern Africa,1966,1000 persons,77484.027
218,5103,Northern Africa,1967,1000 persons,79574.142
219,5103,Northern Africa,1968,1000 persons,81706.575
220,5103,Northern Africa,1969,1000 persons,83863.235
221,5103,Northern Africa,1970,1000 persons,86033.479
222,5103,Northern Africa,1971,1000 persons,88213.226
223,5103,Northern Africa,1972,1000 persons,90413.915
224,5103,Northern Africa,1973,1000 persons,92660.10699999999
225,5103,Northern Africa,1974,1000 persons,94985.45199999999
226,5103,Northern Africa,1975,1000 persons,97415.773
227,5103,Northern Africa,1976,1000 persons,99954.366
228,5103,Northern Africa,1977,1000 persons,102598.55300000001
229,5103,Northern Africa,1978,1000 persons,105359.85
230,5103,Northern Africa,1979,1000 persons,108250.39300000001
231,5103,Northern Africa,1980,1000 persons,111275.194
232,5103,Northern Africa,1981,1000 persons,114437.94
233,5103,Northern Africa,1982,1000 persons,117726.80699999999
234,5103,Northern Africa,1983,1000 persons,121110.94
235,5103,Northern Africa,1984,1000 persons,124548.55900000001
236,5103,Northern Africa,1985,1000 persons,128006.07400000001
237,5103,Northern Africa,1986,1000 persons,131471.796
238,5103,Northern Africa,1987,1000 persons,134942.37900000002
239,5103,Northern Africa,1988,1000 persons,138402.655
240,5103,Northern Africa,1989,1000 persons,141837.949
241,5103,Northern Africa,1990,1000 persons,145237.434
242,5103,Northern Africa,1991,1000 persons,148593.52599999998
243,5103,Northern Africa,1992,1000 persons,151904.72
244,5103,Northern Africa,1993,1000 persons,155175.303
245,5103,Northern Africa,1994,1000 persons,158413.93300000002
246,5103,Northern Africa,1995,1000 persons,161628.729
247,5103,Northern Africa,1996,1000 persons,164823.435
248,5103,Northern Africa,1997,1000 persons,168001.362
249,5103,Northern Africa,1998,1000 persons,171170.64899999998
250,5103,Northern Africa,1999,1000 persons,174340.93399999998
251,5103,Northern Africa,2000,1000 persons,177522.24300000002
252,5103,Northern Africa,2001,1000 persons,180723.182
253,5103,Northern Africa,2002,1000 persons,183953.491
254,5103,Northern Africa,2003,1000 persons,187226.324
255,5103,Northern Africa,2004,1000 persons,190556.22199999998
256,5103,Northern Africa,2005,1000 persons,193957.202
257,5103,Northern Africa,2006,1000 persons,197429.013
258,5103,Northern Africa,2007,1000 persons,200980.25100000002
259,5103,Northern Africa,2008,1000 persons,204643.08800000002
260,5103,Northern Africa,2009,1000 persons,208457.535
261,5103,Northern Africa,2010,1000 persons,212448.637
262,5103,Northern Africa,2011,1000 persons,216629.89899999998
263,5103,Northern Africa,2012,1000 persons,210870.34399999998
264,5103,Northern Africa,2013,1000 persons,215111.201
265,5104,Southern Africa,1961,1000 persons,19882.732
266,5104,Southern Africa,1962,1000 persons,20373.91
267,5104,Southern Africa,1963,1000 persons,20883.832
268,5104,Southern Africa,1964,1000 persons,21411.861
269,5104,Southern Africa,1965,1000 persons,21957.644
270,5104,Southern Africa,1966,1000 persons,22520.701
271,5104,Southern Africa,1967,1000 persons,23101.674
272,5104,Southern Africa,1968,1000 persons,23702.705
273,5104,Southern Africa,1969,1000 persons,24326.619
274,5104,Southern Africa,1970,1000 persons,24975.139
275,5104,Southern Africa,1971,1000 persons,25650.563
276,5104,Southern Africa,1972,1000 persons,26351.692000000003
277,5104,Southern Africa,1973,1000 persons,27072.714
278,5104,Southern Africa,1974,1000 persons,27805.539
279,5104,Southern Africa,1975,1000 persons,28545.017999999996
280,5104,Southern Africa,1976,1000 persons,29287.107999999997
281,5104,Southern Africa,1977,1000 persons,30035.194
282,5104,Southern Africa,1978,1000 persons,30800.487
283,5104,Southern Africa,1979,1000 persons,31598.757999999998
284,5104,Southern Africa,1980,1000 persons,32440.477000000003
285,5104,Southern Africa,1981,1000 persons,33330.631
286,5104,Southern Africa,1982,1000 persons,34263.605
287,5104,Southern Africa,1983,1000 persons,35226.363
288,5104,Southern Africa,1984,1000 persons,36200.241
289,5104,Southern Africa,1985,1000 persons,37171.815
290,5104,Southern Africa,1986,1000 persons,38132.111000000004
291,5104,Southern Africa,1987,1000 persons,39084.456
292,5104,Southern Africa,1988,1000 persons,40042.276
293,5104,Southern Africa,1989,1000 persons,41025.614
294,5104,Southern Africa,1990,1000 persons,42046.337
295,5104,Southern Africa,1991,1000 persons,43109.465
296,5104,Southern Africa,1992,1000 persons,44202.397000000004
297,5104,Southern Africa,1993,1000 persons,45297.903
298,5104,Southern Africa,1994,1000 persons,46358.884000000005
299,5104,Southern Africa,1995,1000 persons,47358.236
300,5104,Southern Africa,1996,1000 persons,48288.918
301,5104,Southern Africa,1997,1000 persons,49157.388
302,5104,Southern Africa,1998,1000 persons,49967.157
303,5104,Southern Africa,1999,1000 persons,50726.505
304,5104,Southern Africa,2000,1000 persons,51443.852
305,5104,Southern Africa,2001,1000 persons,52118.973
306,5104,Southern Africa,2002,1000 persons,52755.96599999999
307,5104,Southern Africa,2003,1000 persons,53373.861
308,5104,Southern Africa,2004,1000 persons,53997.108
309,5104,Southern Africa,2005,1000 persons,54644.692
310,5104,Southern Africa,2006,1000 persons,55322.715
311,5104,Southern Africa,2007,1000 persons,56031.306
312,5104,Southern Africa,2008,1000 persons,56775.578
313,5104,Southern Africa,2009,1000 persons,57559.151
314,5104,Southern Africa,2010,1000 persons,58383.361
315,5104,Southern Africa,2011,1000 persons,59251.677
316,5104,Southern Africa,2012,1000 persons,60161.279
317,5104,Southern Africa,2013,1000 persons,61098.55
318,5105,Western Africa,1961,1000 persons,86733.45
319,5105,Western Africa,1962,1000 persons,88597.719
320,5105,Western Africa,1963,1000 persons,90535.383
321,5105,Western Africa,1964,1000 persons,92539.73
322,5105,Western Africa,1965,1000 persons,94607.302
323,5105,Western Africa,1966,1000 persons,96738.71
324,5105,Western Africa,1967,1000 persons,98940.459
325,5105,Western Africa,1968,1000 persons,101222.725
326,5105,Western Africa,1969,1000 persons,103598.81300000001
327,5105,Western Africa,1970,1000 persons,106080.03300000001
328,5105,Western Africa,1971,1000 persons,108668.41900000001
329,5105,Western Africa,1972,1000 persons,111366.507
330,5105,Western Africa,1973,1000 persons,114186.17800000001
331,5105,Western Africa,1974,1000 persons,117141.545
332,5105,Western Africa,1975,1000 persons,120241.77
333,5105,Western Africa,1976,1000 persons,123493.239
334,5105,Western Africa,1977,1000 persons,126891.735
335,5105,Western Africa,1978,1000 persons,130422.39199999999
336,5105,Western Africa,1979,1000 persons,134063.647
337,5105,Western Africa,1980,1000 persons,137799.464
338,5105,Western Africa,1981,1000 persons,141624.689
339,5105,Western Africa,1982,1000 persons,145542.745
340,5105,Western Africa,1983,1000 persons,149556.331
341,5105,Western Africa,1984,1000 persons,153671.202
342,5105,Western Africa,1985,1000 persons,157891.451
343,5105,Western Africa,1986,1000 persons,162220.484
344,5105,Western Africa,1987,1000 persons,166656.49800000002
345,5105,Western Africa,1988,1000 persons,171192.919
346,5105,Western Africa,1989,1000 persons,175820.539
347,5105,Western Africa,1990,1000 persons,180535.01100000003
348,5105,Western Africa,1991,1000 persons,185334.38600000003
349,5105,Western Africa,1992,1000 persons,190227.587
350,5105,Western Africa,1993,1000 persons,195234.763
351,5105,Western Africa,1994,1000 persons,200382.67
352,5105,Western Africa,1995,1000 persons,205691.819
353,5105,Western Africa,1996,1000 persons,211175.746
354,5105,Western Africa,1997,1000 persons,216834.508
355,5105,Western Africa,1998,1000 persons,222658.943
356,5105,Western Africa,1999,1000 persons,228633.077
357,5105,Western Africa,2000,1000 persons,234748.622
358,5105,Western Africa,2001,1000 persons,241003.264
359,5105,Western Africa,2002,1000 persons,247412.224
360,5105,Western Africa,2003,1000 persons,254005.674
361,5105,Western Africa,2004,1000 persons,260823.405
362,5105,Western Africa,2005,1000 persons,267894.648
363,5105,Western Africa,2006,1000 persons,275232.087
364,5105,Western Africa,2007,1000 persons,282830.136
365,5105,Western Africa,2008,1000 persons,290676.968
366,5105,Western Africa,2009,1000 persons,298752.065
367,5105,Western Africa,2010,1000 persons,307040.44
368,5105,Western Africa,2011,1000 persons,315538.372
369,5105,Western Africa,2012,1000 persons,324250.911
370,5105,Western Africa,2013,1000 persons,333181.547
371,5200,Americas,1961,1000 persons,434455.17799999996
372,5200,Americas,1962,1000 persons,443845.028
373,5200,Americas,1963,1000 persons,453246.031
374,5200,Americas,1964,1000 persons,462611.48799999995
375,5200,Americas,1965,1000 persons,471910.13700000005
376,5200,Americas,1966,1000 persons,481120.606
377,5200,Americas,1967,1000 persons,490252.896
378,5200,Americas,1968,1000 persons,499348.924
379,5200,Americas,1969,1000 persons,508470.96200000006
380,5200,Americas,1970,1000 persons,517667.56299999997
381,5200,Americas,1971,1000 persons,526951.542
382,5200,Americas,1972,1000 persons,536319.0179999999
383,5200,Americas,1973,1000 persons,545781.7629999999
384,5200,Americas,1974,1000 persons,555349.11
385,5200,Americas,1975,1000 persons,565028.697
386,5200,Americas,1976,1000 persons,574825.105
387,5200,Americas,1977,1000 persons,584742.733
388,5200,Americas,1978,1000 persons,594785.985
389,5200,Americas,1979,1000 persons,604958.637
390,5200,Americas,1980,1000 persons,615260.328
391,5200,Americas,1981,1000 persons,625693.453
392,5200,Americas,1982,1000 persons,636249.866
393,5200,Americas,1983,1000 persons,646904.912
394,5200,Americas,1984,1000 persons,657625.88
395,5200,Americas,1985,1000 persons,668387.108
396,5200,Americas,1986,1000 persons,679181.8620000001
397,5200,Americas,1987,1000 persons,690010.767
398,5200,Americas,1988,1000 persons,700865.218
399,5200,Americas,1989,1000 persons,711737.911
400,5200,Americas,1990,1000 persons,722625.32
401,5200,Americas,1991,1000 persons,733498.9190000001
402,5200,Americas,1992,1000 persons,744358.2440000001
403,5200,Americas,1993,1000 persons,755259.8979999999
404,5200,Americas,1994,1000 persons,766282.978
405,5200,Americas,1995,1000 persons,777471.807
406,5200,Americas,1996,1000 persons,788862.792
407,5200,Americas,1997,1000 persons,800404.0490000001
408,5200,Americas,1998,1000 persons,811944.771
409,5200,Americas,1999,1000 persons,823279.135
410,5200,Americas,2000,1000 persons,834263.077
411,5200,Americas,2001,1000 persons,844829.178
412,5200,Americas,2002,1000 persons,855027.5179999999
413,5200,Americas,2003,1000 persons,864976.546
414,5200,Americas,2004,1000 persons,874854.447
415,5200,Americas,2005,1000 persons,884788.183
416,5200,Americas,2006,1000 persons,894810.031
417,5200,Americas,2007,1000 persons,904870.397
418,5200,Americas,2008,1000 persons,914915.3890000001
419,5200,Americas,2009,1000 persons,924859.969
420,5200,Americas,2010,1000 persons,934639.807
421,5200,Americas,2011,1000 persons,944245.916
422,5200,Americas,2012,1000 persons,953692.8470000001
423,5200,Americas,2013,1000 persons,962967.9670000001
424,5203,Northern America,1961,1000 persons,207887.18300000002
425,5203,Northern America,1962,1000 persons,210996.177
426,5203,Northern America,1963,1000 persons,213963.479
427,5203,Northern America,1964,1000 persons,216782.887
428,5203,Northern America,1965,1000 persons,219454.181
429,5203,Northern America,1966,1000 persons,221966.41
430,5203,Northern America,1967,1000 persons,224327.3
431,5203,Northern America,1968,1000 persons,226580.615
432,5203,Northern America,1969,1000 persons,228786.668
433,5203,Northern America,1970,1000 persons,230991.858
434,5203,Northern America,1971,1000 persons,233213.52399999998
435,5203,Northern America,1972,1000 persons,235449.57100000003
436,5203,Northern America,1973,1000 persons,237703.033
437,5203,Northern America,1974,1000 persons,239970.867
438,5203,Northern America,1975,1000 persons,242251.508
439,5203,Northern America,1976,1000 persons,244552.738
440,5203,Northern America,1977,1000 persons,246882.325
441,5203,Northern America,1978,1000 persons,249237.766
442,5203,Northern America,1979,1000 persons,251613.702
443,5203,Northern America,1980,1000 persons,254007.12300000002
444,5203,Northern America,1981,1000 persons,256418.908
445,5203,Northern America,1982,1000 persons,258853.997
446,5203,Northern America,1983,1000 persons,261318.323
447,5203,Northern America,1984,1000 persons,263819.459
448,5203,Northern America,1985,1000 persons,266363.451
449,5203,Northern America,1986,1000 persons,268958.52
450,5203,Northern America,1987,1000 persons,271606.61600000004
451,5203,Northern America,1988,1000 persons,274300.348
452,5203,Northern America,1989,1000 persons,277028.172
453,5203,Northern America,1990,1000 persons,279785.25899999996
454,5203,Northern America,1991,1000 persons,282552.418
455,5203,Northern America,1992,1000 persons,285339.70399999997
456,5203,Northern America,1993,1000 persons,288205.122
457,5203,Northern America,1994,1000 persons,291227.25800000003
458,5203,Northern America,1995,1000 persons,294453.542
459,5203,Northern America,1996,1000 persons,297918.807
460,5203,Northern America,1997,1000 persons,301582.347
461,5203,Northern America,1998,1000 persons,305324.062
462,5203,Northern America,1999,1000 persons,308977.74
463,5203,Northern America,2000,1000 persons,312426.773
464,5203,Northern America,2001,1000 persons,315615.973
465,5203,Northern America,2002,1000 persons,318585.955
466,5203,Northern America,2003,1000 persons,321432.409
467,5203,Northern America,2004,1000 persons,324299.279
468,5203,Northern America,2005,1000 persons,327287.151
469,5203,Northern America,2006,1000 persons,330425.331
470,5203,Northern America,2007,1000 persons,333668.5
471,5203,Northern America,2008,1000 persons,336952.716
472,5203,Northern America,2009,1000 persons,340182.402
473,5203,Northern America,2010,1000 persons,343287.419
474,5203,Northern America,2011,1000 persons,346251.164
475,5203,Northern America,2012,1000 persons,349093.38
476,5203,Northern America,2013,1000 persons,351824.039
477,5204,Central America,1961,1000 persons,52717.985
478,5204,Central America,1962,1000 persons,54367.0
479,5204,Central America,1963,1000 persons,56065.647000000004
480,5204,Central America,1964,1000 persons,57817.052
481,5204,Central America,1965,1000 persons,59622.915
482,5204,Central America,1966,1000 persons,61481.893
483,5204,Central America,1967,1000 persons,63391.162000000004
484,5204,Central America,1968,1000 persons,65348.985
485,5204,Central America,1969,1000 persons,67353.056
486,5204,Central America,1970,1000 persons,69400.453
487,5204,Central America,1971,1000 persons,71490.339
488,5204,Central America,1972,1000 persons,73618.746
489,5204,Central America,1973,1000 persons,75775.811
490,5204,Central America,1974,1000 persons,77949.027
491,5204,Central America,1975,1000 persons,80129.069
492,5204,Central America,1976,1000 persons,82310.227
493,5204,Central America,1977,1000 persons,84492.595
494,5204,Central America,1978,1000 persons,86679.746
495,5204,Central America,1979,1000 persons,88878.306
496,5204,Central America,1980,1000 persons,91092.382
497,5204,Central America,1981,1000 persons,93322.66
498,5204,Central America,1982,1000 persons,95565.104
499,5204,Central America,1983,1000 persons,97813.444
500,5204,Central America,1984,1000 persons,100059.29400000001
501,5204,Central America,1985,1000 persons,102296.68800000001
502,5204,Central America,1986,1000 persons,104521.74699999999
503,5204,Central America,1987,1000 persons,106736.046
504,5204,Central America,1988,1000 persons,108945.635
505,5204,Central America,1989,1000 persons,111159.56599999999
506,5204,Central America,1990,1000 persons,113383.69300000001
507,5204,Central America,1991,1000 persons,115620.58099999999
508,5204,Central America,1992,1000 persons,117865.993
509,5204,Central America,1993,1000 persons,120111.01800000001
510,5204,Central America,1994,1000 persons,122343.212
511,5204,Central America,1995,1000 persons,124553.73800000001
512,5204,Central America,1996,1000 persons,126742.36
513,5204,Central America,1997,1000 persons,128912.722
514,5204,Central America,1998,1000 persons,131065.087
515,5204,Central America,1999,1000 persons,133200.686
516,5204,Central America,2000,1000 persons,135322.35
517,5204,Central America,2001,1000 persons,137426.168
518,5204,Central America,2002,1000 persons,139516.826
519,5204,Central America,2003,1000 persons,141616.538
520,5204,Central America,2004,1000 persons,143754.557
521,5204,Central America,2005,1000 persons,145950.548
522,5204,Central America,2006,1000 persons,148213.041
523,5204,Central America,2007,1000 persons,150532.54
524,5204,Central America,2008,1000 persons,152888.00199999998
525,5204,Central America,2009,1000 persons,155248.747
526,5204,Central America,2010,1000 persons,157591.31900000002
527,5204,Central America,2011,1000 persons,159908.358
528,5204,Central America,2012,1000 persons,162202.69199999998
529,5204,Central America,2013,1000 persons,164473.282
530,5206,Caribbean,1961,1000 persons,21114.096
531,5206,Caribbean,1962,1000 persons,21582.997000000003
532,5206,Caribbean,1963,1000 persons,22063.996
533,5206,Caribbean,1964,1000 persons,22542.986
534,5206,Caribbean,1965,1000 persons,23009.86
535,5206,Caribbean,1966,1000 persons,23459.885
536,5206,Caribbean,1967,1000 persons,23895.943
537,5206,Caribbean,1968,1000 persons,24324.97
538,5206,Caribbean,1969,1000 persons,24757.603
539,5206,Caribbean,1970,1000 persons,25201.317000000003
540,5206,Caribbean,1971,1000 persons,25658.357000000004
541,5206,Caribbean,1972,1000 persons,26124.924
542,5206,Caribbean,1973,1000 persons,26595.092
543,5206,Caribbean,1974,1000 persons,27060.084
544,5206,Caribbean,1975,1000 persons,27513.709
545,5206,Caribbean,1976,1000 persons,27954.33
546,5206,Caribbean,1977,1000 persons,28384.521
547,5206,Caribbean,1978,1000 persons,28806.922000000002
548,5206,Caribbean,1979,1000 persons,29226.116
549,5206,Caribbean,1980,1000 persons,29645.572999999997
550,5206,Caribbean,1981,1000 persons,30065.11
551,5206,Caribbean,1982,1000 persons,30484.385
552,5206,Caribbean,1983,1000 persons,30906.729
553,5206,Caribbean,1984,1000 persons,31336.181
