,Area Code,Area,Year,Unit,Value
297,7,Angola,1993,1000 persons,13075.048999999999
298,7,Angola,1994,1000 persons,13503.747
299,7,Angola,1995,1000 persons,13945.206
300,7,Angola,1996,1000 persons,14400.719
301,7,Angola,1997,1000 persons,14871.57
302,7,Angola,1998,1000 persons,15359.601
303,7,Angola,1999,1000 persons,15866.868999999999
304,7,Angola,2000,1000 persons,16395.473
305,7,Angola,2001,1000 persons,16945.753
306,7,Angola,2002,1000 persons,17519.417
307,7,Angola,2003,1000 persons,18121.479
308,7,Angola,2004,1000 persons,18758.145
309,7,Angola,2005,1000 persons,19433.602
310,7,Angola,2006,1000 persons,20149.901
311,7,Angola,2007,1000 persons,20905.363
312,7,Angola,2008,1000 persons,21695.634
313,7,Angola,2009,1000 persons,22514.281000000003
314,7,Angola,2010,1000 persons,23356.246
315,7,Angola,2011,1000 persons,24220.661
316,7,Angola,2012,1000 persons,25107.931
317,7,Angola,2013,1000 persons,26015.781000000003
318,258,Anguilla,1961,1000 persons,6.0889999999999995
319,258,Anguilla,1962,1000 persons,6.144
320,258,Anguilla,1963,1000 persons,6.211
321,258,Anguilla,1964,1000 persons,6.287000000000001
322,258,Anguilla,1965,1000 persons,6.361000000000001
323,258,Anguilla,1966,1000 persons,6.438
324,258,Anguilla,1967,1000 persons,6.52
325,258,Anguilla,1968,1000 persons,6.602
326,258,Anguilla,1969,1000 persons,6.68
327,258,Anguilla,1970,1000 persons,6.771
328,258,Anguilla,1971,1000 persons,6.858
329,258,Anguilla,1972,1000 persons,6.9479999999999995
330,258,Anguilla,1973,1000 persons,7.028
331,258,Anguilla,1974,1000 persons,7.102
332,258,Anguilla,1975,1000 persons,7.159
333,258,Anguilla,1976,1000 persons,7.206
334,258,Anguilla,1977,1000 persons,7.255
335,258,Anguilla,1978,1000 persons,7.284
336,258,Anguilla,1979,1000 persons,7.292000000000001
337,258,Anguilla,1980,1000 persons,7.285
338,258,Anguilla,1981,1000 persons,7.247000000000001
339,258,Anguilla,1982,1000 persons,7.19
340,258,Anguilla,1983,1000 persons,7.153
341,258,Anguilla,1984,1000 persons,7.172999999999999
342,258,Anguilla,1985,1000 persons,7.292999999999999
343,258,Anguilla,1986,1000 persons,7.518
344,258,Anguilla,1987,1000 persons,7.8420000000000005
345,258,Anguilla,1988,1000 persons,8.213
346,258,Anguilla,1989,1000 persons,8.582
347,258,Anguilla,1990,1000 persons,8.899
348,258,Anguilla,1991,1000 persons,9.135
349,258,Anguilla,1992,1000 persons,9.332
350,258,Anguilla,1993,1000 persons,9.493
351,258,Anguilla,1994,1000 persons,9.664
352,258,Anguilla,1995,1000 persons,9.866
353,258,Anguilla,1996,1000 persons,10.117
354,258,Anguilla,1997,1000 persons,10.388
355,258,Anguilla,1998,1000 persons,10.684000000000001
356,258,Anguilla,1999,1000 persons,10.970999999999998
357,258,Anguilla,2000,1000 persons,11.252
358,258,Anguilla,2001,1000 persons,11.515
359,258,Anguilla,2002,1000 persons,11.761
360,258,Anguilla,2003,1000 persons,12.001
361,258,Anguilla,2004,1000 persons,12.232999999999999
362,258,Anguilla,2005,1000 persons,12.453
363,258,Anguilla,2006,1000 persons,12.661
364,258,Anguilla,2007,1000 persons,12.868
365,258,Anguilla,2008,1000 persons,13.062999999999999
366,258,Anguilla,2009,1000 persons,13.258
367,258,Anguilla,2010,1000 persons,13.437999999999999
368,258,Anguilla,2011,1000 persons,13.62
369,258,Anguilla,2012,1000 persons,13.795
370,258,Anguilla,2013,1000 persons,13.954
371,8,Antigua and Barbuda,1961,1000 persons,55.001000000000005
372,8,Antigua and Barbuda,1962,1000 persons,55.841
373,8,Antigua and Barbuda,1963,1000 persons,56.702
374,8,Antigua and Barbuda,1964,1000 persons,57.641000000000005
375,8,Antigua and Barbuda,1965,1000 persons,58.698
376,8,Antigua and Barbuda,1966,1000 persons,59.915
377,8,Antigua and Barbuda,1967,1000 persons,61.24100000000001
378,8,Antigua and Barbuda,1968,1000 persons,62.521
379,8,Antigua and Barbuda,1969,1000 persons,63.55
380,8,Antigua and Barbuda,1970,1000 persons,64.17699999999999
381,8,Antigua and Barbuda,1971,1000 persons,64.357
382,8,Antigua and Barbuda,1972,1000 persons,64.133
383,8,Antigua and Barbuda,1973,1000 persons,63.65
384,8,Antigua and Barbuda,1974,1000 persons,63.12
385,8,Antigua and Barbuda,1975,1000 persons,62.675
386,8,Antigua and Barbuda,1976,1000 persons,62.367
387,8,Antigua and Barbuda,1977,1000 persons,62.159
388,8,Antigua and Barbuda,1978,1000 persons,62.036
389,8,Antigua and Barbuda,1979,1000 persons,61.952
390,8,Antigua and Barbuda,1980,1000 persons,61.865
391,8,Antigua and Barbuda,1981,1000 persons,61.8
392,8,Antigua and Barbuda,1982,1000 persons,61.778999999999996
393,8,Antigua and Barbuda,1983,1000 persons,61.787
394,8,Antigua and Barbuda,1984,1000 persons,61.786
395,8,Antigua and Barbuda,1985,1000 persons,61.786
396,8,Antigua and Barbuda,1986,1000 persons,61.754
397,8,Antigua and Barbuda,1987,1000 persons,61.717
398,8,Antigua and Barbuda,1988,1000 persons,61.771
399,8,Antigua and Barbuda,1989,1000 persons,62.008
400,8,Antigua and Barbuda,1990,1000 persons,62.528
401,8,Antigua and Barbuda,1991,1000 persons,63.367
402,8,Antigua and Barbuda,1992,1000 persons,64.471
403,8,Antigua and Barbuda,1993,1000 persons,65.777
404,8,Antigua and Barbuda,1994,1000 persons,67.204
405,8,Antigua and Barbuda,1995,1000 persons,68.67
406,8,Antigua and Barbuda,1996,1000 persons,70.173
407,8,Antigua and Barbuda,1997,1000 persons,71.704
408,8,Antigua and Barbuda,1998,1000 persons,73.22399999999999
409,8,Antigua and Barbuda,1999,1000 persons,74.67399999999999
410,8,Antigua and Barbuda,2000,1000 persons,76.016
411,8,Antigua and Barbuda,2001,1000 persons,77.212
412,8,Antigua and Barbuda,2002,1000 persons,78.295
413,8,Antigua and Barbuda,2003,1000 persons,79.3
414,8,Antigua and Barbuda,2004,1000 persons,80.336
415,8,Antigua and Barbuda,2005,1000 persons,81.465
416,8,Antigua and Barbuda,2006,1000 persons,82.704
417,8,Antigua and Barbuda,2007,1000 persons,84.02600000000001
418,8,Antigua and Barbuda,2008,1000 persons,85.397
419,8,Antigua and Barbuda,2009,1000 persons,86.74600000000001
420,8,Antigua and Barbuda,2010,1000 persons,88.02799999999999
421,8,Antigua and Barbuda,2011,1000 persons,89.25299999999999
422,8,Antigua and Barbuda,2012,1000 persons,90.40899999999999
423,8,Antigua and Barbuda,2013,1000 persons,91.516
424,9,Argentina,1961,1000 persons,20817.266
425,9,Argentina,1962,1000 persons,21153.052000000003
426,9,Argentina,1963,1000 persons,21488.912
427,9,Argentina,1964,1000 persons,21824.425
428,9,Argentina,1965,1000 persons,22159.65
429,9,Argentina,1966,1000 persons,22494.035
430,9,Argentina,1967,1000 persons,22828.869
431,9,Argentina,1968,1000 persons,23168.267000000003
432,9,Argentina,1969,1000 persons,23517.611
433,9,Argentina,1970,1000 persons,23880.561
434,9,Argentina,1971,1000 persons,24259.561
435,9,Argentina,1972,1000 persons,24653.175
436,9,Argentina,1973,1000 persons,25056.478
437,9,Argentina,1974,1000 persons,25462.302000000003
438,9,Argentina,1975,1000 persons,25865.776
439,9,Argentina,1976,1000 persons,26264.681
440,9,Argentina,1977,1000 persons,26661.397999999997
441,9,Argentina,1978,1000 persons,27061.047000000002
442,9,Argentina,1979,1000 persons,27471.036
443,9,Argentina,1980,1000 persons,27896.528
444,9,Argentina,1981,1000 persons,28338.515
445,9,Argentina,1982,1000 persons,28794.548
446,9,Argentina,1983,1000 persons,29262.047000000002
447,9,Argentina,1984,1000 persons,29737.092999999997
448,9,Argentina,1985,1000 persons,30216.279
449,9,Argentina,1986,1000 persons,30698.964
450,9,Argentina,1987,1000 persons,31184.415
451,9,Argentina,1988,1000 persons,31668.949
452,9,Argentina,1989,1000 persons,32148.134
453,9,Argentina,1990,1000 persons,32618.651
454,9,Argentina,1991,1000 persons,33079.0
455,9,Argentina,1992,1000 persons,33529.326
456,9,Argentina,1993,1000 persons,33970.111000000004
457,9,Argentina,1994,1000 persons,34402.672
458,9,Argentina,1995,1000 persons,34828.17
459,9,Argentina,1996,1000 persons,35246.373999999996
460,9,Argentina,1997,1000 persons,35657.429
461,9,Argentina,1998,1000 persons,36063.459
462,9,Argentina,1999,1000 persons,36467.218
463,9,Argentina,2000,1000 persons,36870.787000000004
464,9,Argentina,2001,1000 persons,37275.652
465,9,Argentina,2002,1000 persons,37681.748999999996
466,9,Argentina,2003,1000 persons,38087.867999999995
467,9,Argentina,2004,1000 persons,38491.972
468,9,Argentina,2005,1000 persons,38892.931000000004
469,9,Argentina,2006,1000 persons,39289.878
470,9,Argentina,2007,1000 persons,39684.295
471,9,Argentina,2008,1000 persons,40080.16
472,9,Argentina,2009,1000 persons,40482.788
473,9,Argentina,2010,1000 persons,40895.752
474,9,Argentina,2011,1000 persons,41320.5
475,9,Argentina,2012,1000 persons,41755.196
476,9,Argentina,2013,1000 persons,42196.03
477,1,Armenia,1992,1000 persons,3442.817
478,1,Armenia,1993,1000 persons,3363.1079999999997
479,1,Armenia,1994,1000 persons,3283.667
480,1,Armenia,1995,1000 persons,3217.348
481,1,Armenia,1996,1000 persons,3168.2209999999995
482,1,Armenia,1997,1000 persons,3133.0890000000004
483,1,Armenia,1998,1000 persons,3108.687
484,1,Armenia,1999,1000 persons,3089.022
485,1,Armenia,2000,1000 persons,3069.591
486,1,Armenia,2001,1000 persons,3050.687
487,1,Armenia,2002,1000 persons,3033.978
488,1,Armenia,2003,1000 persons,3017.9320000000002
489,1,Armenia,2004,1000 persons,3000.72
490,1,Armenia,2005,1000 persons,2981.2690000000002
491,1,Armenia,2006,1000 persons,2958.3070000000002
492,1,Armenia,2007,1000 persons,2932.618
493,1,Armenia,2008,1000 persons,2907.618
494,1,Armenia,2009,1000 persons,2888.092
495,1,Armenia,2010,1000 persons,2877.3190000000004
496,1,Armenia,2011,1000 persons,2876.538
497,1,Armenia,2012,1000 persons,2884.2340000000004
498,1,Armenia,2013,1000 persons,2897.5879999999997
499,22,Aruba,1961,1000 persons,55.438
500,22,Aruba,1962,1000 persons,56.225
501,22,Aruba,1963,1000 persons,56.695
502,22,Aruba,1964,1000 persons,57.032
503,22,Aruba,1965,1000 persons,57.36
504,22,Aruba,1966,1000 persons,57.715
505,22,Aruba,1967,1000 persons,58.055
506,22,Aruba,1968,1000 persons,58.386
507,22,Aruba,1969,1000 persons,58.726000000000006
508,22,Aruba,1970,1000 persons,59.063
509,22,Aruba,1971,1000 persons,59.44
510,22,Aruba,1972,1000 persons,59.84
511,22,Aruba,1973,1000 persons,60.243
512,22,Aruba,1974,1000 persons,60.528
513,22,Aruba,1975,1000 persons,60.657
514,22,Aruba,1976,1000 persons,60.586000000000006
515,22,Aruba,1977,1000 persons,60.36600000000001
516,22,Aruba,1978,1000 persons,60.103
517,22,Aruba,1979,1000 persons,59.98
518,22,Aruba,1980,1000 persons,60.096000000000004
519,22,Aruba,1981,1000 persons,60.567
520,22,Aruba,1982,1000 persons,61.345
521,22,Aruba,1983,1000 persons,62.201
522,22,Aruba,1984,1000 persons,62.836000000000006
523,22,Aruba,1985,1000 persons,63.026
524,22,Aruba,1986,1000 persons,62.644
525,22,Aruba,1987,1000 persons,61.833
526,22,Aruba,1988,1000 persons,61.07899999999999
527,22,Aruba,1989,1000 persons,61.032
528,22,Aruba,1990,1000 persons,62.148999999999994
529,22,Aruba,1991,1000 persons,64.622
530,22,Aruba,1992,1000 persons,68.235
531,22,Aruba,1993,1000 persons,72.50399999999999
532,22,Aruba,1994,1000 persons,76.7
533,22,Aruba,1995,1000 persons,80.324
534,22,Aruba,1996,1000 persons,83.2
535,22,Aruba,1997,1000 persons,85.45100000000001
536,22,Aruba,1998,1000 persons,87.277
537,22,Aruba,1999,1000 persons,89.005
538,22,Aruba,2000,1000 persons,90.853
539,22,Aruba,2001,1000 persons,92.898
540,22,Aruba,2002,1000 persons,94.992
541,22,Aruba,2003,1000 persons,97.01700000000001
542,22,Aruba,2004,1000 persons,98.73700000000001
543,22,Aruba,2005,1000 persons,100.031
544,22,Aruba,2006,1000 persons,100.834
545,22,Aruba,2007,1000 persons,101.22200000000001
546,22,Aruba,2008,1000 persons,101.35799999999999
547,22,Aruba,2009,1000 persons,101.455
548,22,Aruba,2010,1000 persons,101.669
549,22,Aruba,2011,1000 persons,102.046
550,22,Aruba,2012,1000 persons,102.56
551,22,Aruba,2013,1000 persons,103.15899999999999
552,10,Australia,1961,1000 persons,10445.837
553,10,Australia,1962,1000 persons,10643.417
554,10,Australia,1963,1000 persons,10845.178
555,10,Australia,1964,1000 persons,11065.415
556,10,Australia,1965,1000 persons,11313.195
557,10,Australia,1966,1000 persons,11593.413
558,10,Australia,1967,1000 persons,11899.639
559,10,Australia,1968,1000 persons,12215.701000000001
560,10,Australia,1969,1000 persons,12518.937
561,10,Australia,1970,1000 persons,12793.034
562,10,Australia,1971,1000 persons,13033.133
563,10,Australia,1972,1000 persons,13244.171
564,10,Australia,1973,1000 persons,13431.794
565,10,Australia,1974,1000 persons,13605.57
566,10,Australia,1975,1000 persons,13773.288
567,10,Australia,1976,1000 persons,13935.731000000002
568,10,Australia,1977,1000 persons,14092.548
569,10,Australia,1978,1000 persons,14249.401000000002
570,10,Australia,1979,1000 persons,14413.0
571,10,Australia,1980,1000 persons,14588.405
572,10,Australia,1981,1000 persons,14777.243
573,10,Australia,1982,1000 persons,14979.205
574,10,Australia,1983,1000 persons,15194.641000000001
575,10,Australia,1984,1000 persons,15423.166000000001
576,10,Australia,1985,1000 persons,15663.663
